Id,Clean_Text,Sentiment,Vader_Prediction
14977,ordered galil roasted chestnuts watching dr oz show expected word roasted referring something similar dry roasted instead found wet soft mushy nut horrible tasting couldnt eat even one complete nut much less pouches strongly would recommend future buyers beware trying something quantity tried,0,0
15699,coffee removed shelves local stores great smooth tasting coffee love,1,1
13830,exactly remembered child years ago mother great nephew love candy didnt wait long receive mints pounds great purchasethanks,1,1
13420,use anything want scent truffles never failsive finished bottle order two thumbs,1,1
961,great tasting tea looking good sassafras tea foreverfinally ordering product thanks kimd,1,1
17745,diet cant use sugar like sugar tea takes little sugar sweeten say enjoy tea,1,1
9865,brought coworkers valentines day loved rave reviews really good would purchase plan purchase,1,1
11264,ordered box omaha steaks top sirloins like eating shoe leather toughest meat ive ever absolutely flavor steak didnt want waste gave dogs,0,1
15783,favorite kcup brandflavor far nantucket blend right strong weak medium roast lots aroma taste,1,1
17197,bars filling tasty originally found marshalls thrilled find bulk amazoncom theyre great go days really filling,1,1
7555,pure organic salt sugar poison ask keep mine fridge stays soft easily spoonable use banana cacao smoothies tastes good warning good peanut butter recipe better accept difference taste admit peanutbutter chocholate better combo change never easy whats health worth im buying,1,1
10499,love great gyros platter arent many greek restaurantspizzarias live excited see offered meat still frozen arrived styrofoamlined shipping box reused ice packs bought presliced slices separate easily box keep frozen use little time complaint like thicker slices terms flavor well challenge make home taste good feeling keep box hand one note box contain heating instructions tried broiler overbrowned wish read instructions first attempt,1,1
17060,little one loves froose expensive grocery store pack use sparingly little one wakes early already nursed hell froose go back sleep sick liquid nursing could get buy pear flavor less sugar others froose like nourishing substantial juices thicker syrupy thats problem unless box squeezer could solved placing juice box small cup someone taught trick love pear froose,1,1
17929,best peanut butter substitute ever chocolate version perfect low calorie desserts,1,1
7086,ordered disposakups came fast advertised definitely reordering thanks alot,1,1
14754,blackstrap molasses sought natural calcium iron potassium magnesium ingredients valuable food much sweetener brer rabbit highest content brand ive used prefer brer rabbit blackstrap molasses restexample per tbsp serving brerrabbit magnesium treeoflife magnesium,1,1
3025,kit pulls together several standard components rather nicely using supplemental grazing horses particularly get small areas permanently enclosed pasture get overgrown andor deliciousi like setup time figure components minutes pieces make reasonable temporary electric corral tape posts charger ground gate hookthe stepin posts fairly standard nice pointy metal stakes bottom make relatively easy insert moist ground probably cant get rock hard dry ground thats surprise clips give flexibility fence height youve probably seen feed store kind post pretty short feel quite short compared normal horse fencethe kit supposed come electric tape mine vine kit enough one well behaved horse x square tape much visual barrier especially one strand fence id trust problem horse long unattended periods would enough either two strands x square would much better value time spent grazing time x still quite small fence still substantial would straightforward add tape adding distance also increases load chargerthe product description says horses would feel safe two quiet horses know well already familiar electric fence maybe three brief periods x nearby secure outer fence grazing three horses would area mowed couple hoursthe charger uses batteries plenty zap new pleased easy work spike allowing set away fence connections long enough put nose range grounding nail easy set pull outi like comes simple corner bracing system set without corner braces depending upon tight like fence stiff ground need braces youre glad optionthe tape comes handy small spinning jenny designed hang fence installed simple thing thoughtfully done makes easy unroll fence setting easy reroll putting away problem whole setup takedown yourselfthe hook gate isnt quite match brackets posts little bigger hook sort metal bracket would nice give sense secure latch still youre counting fence never touched big problemthe bag kit amazing everything fits inside beautifully thoughtful pockets even special pocket instructions easy carry extremely organized impressed see thought effort put bag makes kit much easier use deal pile fence parts bag big enough room extra items long post compartment smaller bag sectionthis nice handy kit around quiet horses respect electric fence,1,1
12122,lab mix hip dysplasia sensitive stomach happy see large box treats come door easy stomach certainly cant help aiding hips price unbeatable flavor harder find stores bonus natural high end,1,1
5484,called customer service found since october jars bpa free butthe jars manufactured october still available market usually products long shelf life vacuum sealed jars bpa lining lids still floating around market consumers cannot tell difference point buying know giving baby something bpa free disappointing earths best,0,1
1420,u tried u r missing best thing u could cook familyi give stars,1,1
6210,flavored coffee ive used nestle hazelnut whole bean really enjoyed one thought pick one upwhere nestles shared flavor bean one overpowers one burnt note seems flavoring instead roast related like hazelnuts isnt anything like hazelnutnow stuff mistakemore infoi way bag opinion changed also would note inconsistent flavor todays grind seems almost devoid flavoring appears really dont adding flavoring intensity flavoring park,0,1
10743,cat eat whiskas choice cuts beef local stores quit carrying product bought cat food similar regardles price cat ate dry food two months lost weight cant afford lose happy found whiskas item amazon,1,0
16144,honestly say best oatmeal ever eaten hard time locating nc costco used carry doesnt carry longer shipping charges companys website high hopefully ill find somewhere travels highly recommend,1,1
17618,good price order boxes came time like chest congestion,1,1
14569,emeril lagasse coffee good flavor would compare dunkin donuts coffee terms flavor strength pack priced well contains less packaging winwin us,1,1
981,fast easy definitely delicious makes great cup coffee easy make good purchase continue order herethanx,1,1
2784,best clam chowder ever come originally produced happy found line keep cupboard time old maine girl favorite chowder times,1,1
7714,daughter allergic dairy cannot extra iron pump poisness formulas say sooo healthy babies growth goats milk gives nutrients needs would suggest mother even baby allergic dairy,1,1
11519,first tried rose preserves algerian restaurant hooked absolutely amazing delicious knew get jar ownthis staple household use rose preserves sorts things crepes probably favorite rose preserves go wonderfully sweet savory foods try goat cheese brie disappointed also divine ice cream get started great bakingthese preserves quite sweet little really goes long way nice jar lasts quite even use often theyre high quality flavor cannot beat highly recommend,1,1
8601,product takes getting used using kcups start liking however wouldnt buy many,1,1
11641,organic grassfed ghee embodies everything modern healthful food tasty healthful fresh lovingly produced hand small batches according agesold methods principlesi began using ghee part transition eating healthy homecooked foods recently participated ayurvedic cleanse required take cup plain warm ghee several mornings straight though unpleasant experience ghee lower quality pure indian foods ghee truly delicious flavor clean sweet without harshness overbearing unctuousness ghees even labelled organic hint rancidity im sensitiveonly unhomogenized milk used ghee unusual extremely beneficial homogenization alters structure milkfats adversely impacts bioavailability handling blood attention quality raw materials one example companys dedication customers healthhighly recommended,1,1
18831,avocado oil beneficial nutrients vitamin e protein copper etc nutrients vital hair growth health like using la tourangell avocado oil helps condition hair also helps hair retain moisture puts much scalp hair hair oily highly recomment product healthy hair growth nice sheenla tourangelle avocado oil ounce tins pack,1,1
12563,wife thinks best world think stonewall kitchen best,1,1
12752,pepperidge farm one national companies mass markets distinctive cookies one cookies marvelous orange milano cookie bite crunchy cookie get hint chocolate reach center chew orange flavor spreads throughout mouth yet none flavors overwhelming problem orange milano cookies hard stop eating onethese cookies relatively expensive compared brands however one hallmarks pepperidge farm beginning company quality alternative sweeter cookies typically available cookie isle try pepperidge farms cookies looking good cookie try first one winner,1,1
6385,course nobody ever figure cats like experience opposite onestar reviewour two bengal cats ate kibble years serious teeth problems switch canned food tried different brands flavors theyd eat days turn noses even expensive food vets please themso tried friskies sea captains choice flavor went nuts gobbling like candy bought cans time figuring would tire eating gusto coupe months buy casei dont understand smelling good perhaps got bad batch smells like cat foods us pate easy dish long cats love complain,1,1
4808,feeding standard poodle quite time recommended local dog day caregroomingtraining center called great dog shoppe seattle specific foods suggest sell must meet certain standards nutrition nogo poodle loves even better offered cousins finicky poodle doesnt eat shes away home gobbled right asked compared contents newmans brand suggested breeder comparison newmans far superior get via subscribe save never run save store price delivered right door could easier,1,1
6196,great chips tried salsa fresca sweet chili love choose one would take salsa fresca personal preference trying sea salt near futurecant go wrong chips,1,1
10649,im addicted nuts know sounds funny exception thought id let everybody know unsalted doesnt bother one bit children prefer smokehouse ones salt buy,1,1
7568,love bfresh cinnamon gum tastes great good temporarily freshens breath flavor doesnt last long time pieces plenty chew,1,1
16398,excellent taste smooth easy going like mild drink start day heartily endorse coffee,1,1
17525,im picky comes coffee like mine strong good flavor become coffee ive tried plenty,1,1
1347,price pretty good given local stores sell one bottle almost dont know price gone though,1,1
12674,love altoids get peppermint ones local costco good price get tired peppermint amazon easist way get flavors like wintergreen,1,1
15456,trying entress one good still need lose weight staying medfitny dont steer wrong,1,1
14002,completely non gmo usda organic treat new zealand organics ingredients order package barley lamb carrots apples palm oil mixed tocopherols vitamin e molasses certified oreganic oregon tilth one factory certification corporations like qaimy dogs poochon labrador bothe love wish able eat well everyday life,1,1
18622,would give zero could spent lot money crackers believe production error happened every single bag sealed incorrectly say sealed half way sealed boxes hermetic sealing rest open boxes entirely inedible shipped boxes expensive stale crap,0,0
2120,site doesnt list ingredients products online known product full trans fats would ordered watch labels partially hydrated partially hydrogenated laugh ways manufacturers try fool public future order product doesnt list ingredients online consumers make informed purchasesdid try product found tasteless heatspice left waxy film roof mouth must wax going send son college tossed trash instead sad thing use trans fats get flavor dont care,0,0
15305,glutenfree wheatfree soft chewy bars seem trying masquerade health food truth however bars barely distinguishable cookiesperhaps slightly wholesome version relatively low sugar grams filled beneficial ingredients eg mg omega grams whole grains grams fiberproteinbut cookie bar isnt necessarily bad thing although bar bit high caloriesfat grams especially smallish size individual packaging bars assists portion control perhaps importantly taste bars excellent promised moist chewy similar cookie would purchase bakery even something homemade biting bar taste flakes coconut pieces nut small bits chocolate overall definitely yummy treati suspect bars mainly appeal looking glutenfree snacks others enjoy product well,1,1
4310,mix great biscuits snicker doodles homemade chicken nuggets house gfree years yes house hold husband kids make lot gf stuff everyone love pamelas baking mix pancakeswaffles sweetbreads flour blend ultimate best bread sub regular wheat flour recipes buy mix yes agree awfully expensive three things ive mentioned gf household usually find different blends different products best thing best taste one flour best everything,1,1
4485,love tea issues added flowers flavorings teas revolution teas tell exactly whats additives ordering ever since first box tea take office travel container take restaurants,1,1
11014,tried quite varieties brand pineapple best light refreshing sure think miracle elixer anything purchase case look forward drinking regular basis thank great value convenience amazon,1,1
4771,say beginningi tried food sold said oh boy made paul newman good catarized organic deceitful advertized partially organic wont upset important thing want organicthe meatis cares veggies r organic well yeh helps def dont normally raise veggies antibiotics etc etcso organic ur looking walk aisle castor pollux organix dog food every single ingrediant r g n c shame company one fav actors im truly surprised let reviews organic,0,1
2713,purchased baby white accident usually get medium white great baby small popped taste texture hull shell really overwhelm,0,1
12187,dogs love product finally someone cares dogs much product loved precious babies smell bad easy store handle makes difference way feel one dogs hip problems noticed difference way gets around truly wonderful product continue buy products try things made dogswell,1,1
10948,best tea ice tea little harder use bags taste much better make mine ice tea pot always perfect ive drinking life quality always wonderful,1,1
2546,europe find bowl dark flaxseeds side muesli set breakfast buffet great source omega oil improve health eating tasty nutty seeds good gut good heartthe golden seeds attractive alternative nutbrown seeds look nice baked goods like lighter breads taste dark seeds ground dont show white bread bust blender throw standard bread recipe add needed nutrients fiberwe like sprinkled oatmeal muesli yogurt,1,1
12620,cappuccino good tastes almost good starbucks latte primo tdiscs tassimo coffeemakers count packages pack cream foams well tassimo machine difference taste cappuccino drink starbucks latte primo coffee flavor slightly stronger starbucks product also cappuccino brew coffee first use milk disc starbucks latte primo brew milk first coffeeoverall think bargain buy long looking slightly stronger coffee flavor id suggest purchasing instead starbucks brand products use expresso coffee milk discs,1,1
9852,mushrooms sent labeled like picture old red black label opened tasted metallic taste inside discolored threw away rather take chance making sick date code top idea means cant find explination code online buy brand mushrooms anymore mushroom lover bought many large cans mushrooms past never taste like,0,1
4411,made one daughters birthday party everyone died uranium poisoning still tasted pretty good though,0,1
19648,upon receiving order canidae beef ocean fish formula lbs found instead received another formula original formula chicken turkey etc look picture ingredients youll see amazon picture ingredients formula received bag received lbs clearly amazon made booboo somewhere dogs eaten formula believe canidae pretty good nutritious formula im sending back however folks must beef ocean fish formula may happy ive ordered amazon years never problem unfortunately couldnt find way notify amazon without returning item hence review many folks critical canidaes big mistake changing formula couple years ago without going public change skewed reviews reflect dissatisfaction product ive found good palatable food money id bet canidae wont make mistake secret formula change,1,1
12345,bought two items local store forless except marked value pack,0,1
12408,bahlsen butter leaves best cookies sweet greasy soooo right order extra go fast,1,1
9611,fondarific buttercream wedding white fondant pounds hard concrete received today cant use obviously wedding saturday help non return item customer,0,1
10719,received keurig brewer christmas also received pack hot chocolate made sledding one day husband kids thought terrible almost returned keurig brewer found enjoying black coffee keurig never buy type hot chocolate k cups,0,1
7572,greenies arrived promptly fresh expire date thirteen months great price keep dogs favorite treat hand many months come yes chewes quickly loves much dont care best price ive ever seen greenies stocked,1,1
3571,live area lot stores carry organic reasonable prices said found product good value convenient sometimes wait local stores restock even stockedyes cans get dented transit really big problem hope future delivery betterit unknown lining bpa free try avoid manufactures get near impossible buy canned goods dont bpa lining pregnant women avoid anything bpa growing children would also strive avoid,1,1
8603,love wolfgang puck products coffee disappointingthere weak flavor almost tastes dilutedsome troll must changed real puck productslibbie,0,1
3560,know description clear enough apples cranberries found sausages little sweet guests agreed company makes sausages like better,1,1
4992,reeds crystallized ginger real deal natural basically ginger sugar piece takes care candy cravings aids digestion lunch etc,1,1
7440,cairn jack westie mojo love lamb refer doggie cookie bonestheyre finally accepting need go onto five scrub acres relieve themselveswith help pro plan biscuits real lamb reward use small ones jacktends overeat mojo weighs less lbs one item added daily menu hasmade huge difference household reducing mamas happy time zilch,1,1
9326,tastes great best aroma brewing subscribe save way go,1,1
2301,scottish terrier inhaled hours finicky pomeranian usually turns nose chew toys loved kept pom busy weeks really enjoyed itaffordable price fast shopping great product,1,1
7667,great sauce find locally giant carries less couple bucks flavor great good tomato taste good bit tanginess sweet hint tomato sweetness never thought id find something good bought one looked place store shelf good ive read reviews pizza making forum people grudgingly concede good sauce,1,1
5805,boston terriers love treats natural wholesome soft enough break multiple pieces keep steady supply house order least containers time since dont want run amazons seller pets best price around,1,1
12023,ordered bonsai tree startere kit pleasantly satisfied initially little suspicious ordering live tree delivered mail thought price interest level worth risk glad took risk tree arrived great shape directions transplanting caring easy follow clear little bonsai tree made nice addition home alter keep daily meditation would encourage anyone interest bonsai without skill set start consider product makes easy entry bonsai least little intimidating,1,1
15538,ive purchased several different brands liver treats best terms goodsize pieces small bits little powder,1,1
9758,without doubt cannot surpassed always conscientious calorie count took sip ration special moments even cats nose twitching delightful scent hard believe made usa daughter lucky might send christmas good thing live alone else would hide,1,1
12015,pretty nice starter kit price complaint would light damage done tree display box obviously long months later bonsai great new green growth old damaged branches nice still overall good deal price would make great giftok months tree absolutely great woudnt worry said came box strong dependable tree regardless im pleased tree moved bigger pot well far favorite different bonsai trees ordered onlinealmost year still growing strong ive three bonsai plants die different companies one continues thrive im using small pot originally came another bonsai yes pot comes small durable great starting small bonsai plants id still strongly recommend starter kit anyone interested starting art bonsai even experienced growers wonderful kit tree healthy pot durable soil works great,1,1
5212,yikes thinking ordered cans stuff food pantry may getting someit tastes likewell cant use words id like tolets say character allno distinct tasteif yu blinded drank coffee dont know youd even know coffeei use amount suggessteddoesnt help,0,1
11549,salt tasty tastes nothing like iodized table salt light mild taste greatly enhances meats vegetables etc pinkpeach color also looks pretty clear colemason grinder grinds finely issue fact salt grinds finely leaves fine coating almost like powder around inside clear grinder youre neat freak might bug little might find wiping top grinder great salt bag lasts long time,1,1
9271,tried different kcup flavors favorite wonderful aroma right amount hazelnut use subscribe option deal cant beat,1,1
3976,like item would ordered however ordered confirmed order arrived contained four short rather skimpy usually like receive ordered paid full price,1,1
16091,noodles worth extra cheap ones taste less chemically salty firmer texture size package right prefer spicy varieties add little kick dont make burn,1,1
17233,recently mexico sampled first time quite sure id never tried go every yearbut wow eye opener best flavors yucatan bottle lime chili much salt others thrown good measure tangy zippy salty wicked good almost anything roasted chicken put guacamole stirred black beans even used rim margarita glasses id call best seasoning ever,1,1
17444,one really tasty well blended flavorful great choice little pricey blood ive moved coffee people brand however dont think anyone disappointed cup coffee k cups make,1,1
13657,become favorite seasoning try cook without salt excellent substitute overheavy oregano greek spice mixtures use every day ordered two online replenish supply,1,1
15646,great price better stores around dogs love dont mind taking pills,1,1
3299,husband really like cocoa add extra milk cup creamier flavor convenience cannot beat,1,1
8957,try stick natural products household goes double dog super mutt strong stomach doesnt mean want take chances seem like quality treats really enjoys purchased several flavors loves definitely buy,1,1
17411,trying feed two new uskitties healthy cat foods tried varieties cats prefer grain wellness wouldnt touch spots stew one cat prefers fishy foods fowl tried turkey beef ordered bison upon looking ingredients listed listed beef cans arrived labeled beefi think liked beef little better admit smells better cat foods prefer room tempthe reason listed lack fiber one cats taken ripping carpet teeth read may indication needs fiber cats declawed previous owners usboth cats little weight adopted one seems bit slimmer im surei recommend foods even seemingly high cost much cheaper per ounce whiskaa pouches used buy late kitty byproducts,1,1
15156,great price good maple syrup bed breakfast gricefearing house bb elizabeth city nc serve lot maple syrup arrived quickly,1,1
17277,product arrived time good order future,1,1
6704,tried two flavors switch orange tangerine watermelon strawberry liked watermelon flavor lot found orange tangerine flavor came bit much reminded ive never really enjoyed drinking canned orange juice still fairly good carbonation made light refreshing flavors big big hit yearold son,1,1
1969,flavor natural sea salt nuanced bit richer typical table salt accustomed although describing subtleties difficultone noteworthy fact salt contains less sodium conventional table salt mg per teaspoon versus mg per teaspoon conventional table saltanother thing keep mind natural salt iodized thyroid glands require trace amounts iodine may wise entirely eliminate iodized salt diet,1,1
4937,bought buffalo bills teriyaki ole smokies beef sticks absolutely love beef sticks especially teriyaki thought would good buy good quantity pricethe teriyaki beef sticks tasty flavorful also loved texture soft tenderthe bad thing id say product leaves greasy fatty residue rood mouth kind takes away flavor ability fully enjoy product aside may still order,1,1
2113,bottom line crackers great snack ordering case saves money compared charged locally whether plain onion sesame ive never tried wasabi low fat reasonable calorie snack eaten either plain something sad thing first ordered per case,1,1
879,extremely disappionted opened shipment enjoy life go bars berry carmel apple cocoa loco boxes plain generic designyou know kind brands change want make products look cheaper compared ingredients new shipment older boxes still home guess cheaper ingredients next tastetested let year old help wouldnt eat new onesand cant blame oily bland thought enjoy life brand actually cared using quality ingredients make goodtasting product wrong summary way expensive made lowquality unpalatable ingredients,0,1
19076,good quality sprinkles pricing seems pretty decent love way make cupcakes look takes back elementary school days long ago gripes partiallyhydrogenated ingredient nonresealable bag way advertised bag looks completely different one get black tastes like classic jimmies isnt sweet itll oversweeten frosting,1,1
12990,cake arrived askew smooshed like smiley due internal packaging looks like vacuum sealedoverall taste wasnt expected kinda yuckypasty ingredients show corn syrup suitable rum cake glaze taste likely due use starch terrible per se doubt id buy anotheri think improve recipe quite bit,0,1
7278,supposed cherry brandy filled chocolates contain brandy subtle detect clue cause may stickiness package cracks candies appears mistreated point may leaked box came shows damage friend speculated airline decompression burst maybe imported chocolates dont suffer problemi also mention chocolate tastes little bit dusty outsidei cant really recommend laroshell candies brands quite good,0,1
5710,mother trying find ground celery seed time able find anywhere locally decided purchase product online hesitant purchase food items online placed orderthe product arrived well packaged undamaged sealed fresh looking healthy alternative celery salt try instead get salty flavor robust celery flavori wish mccormick would package smaller container,1,1
12079,never eggnog fan tried gourmet shop loved sent aunt loves eggnog loved requested shop found sells time obviously good stuff never problems opening container dissolving well,1,1
6419,friend england adores fruitcake birthday sent package fruitcake swooned fruitcake june decadent loves claxton fruitcake brainer want,1,1
10432,read many reviews mixed feelings product glad decided purchase anyway tea definitely cleanses inside follow packaging instructions plus tastes great continue purchase supply runs low,1,1
19074,great size bag price making funfetti cake purple sprnklesjimmies exactly wanted although color could darker,1,1
4630,great told stay away wheat barley rye good answer us precut cut recommend,1,1
8863,shes particularly fooddriven dog ive tried lots organicnatural foods one consistently loves kind addictions raw dehydrated food barely contain rehydrates bit much ive started using hot water speed process along otherwise drama waits dehydrated option takes little room compared dealing clunky cans long shes happy im happy try different flavor everytime order keep interested far good,1,1
4668,looking forward order amazon ive calorie restricted diet months taste grains bread chips crackersthat miss find thin crispbreads kavli perfect solution ultra thin mean thinner might think possibleas soon saw first one amazed made shipping process one piece far come across single broken cracker next thought waswell soon bite things going explode thousand tiny shards amazed held together showed perfect half moon hole teeth crackers really hold together nicelythe flavor plain seasoning little salt taste like grains made ordered case garlic flavor look forward trying eat generous spoonful low calorie pepper eggplant spread makes low calorie snack highly recommend,1,1
14164,dog penny ten lb jack russellmini dachshund mix little year old eats limited amount treats usually healthy treats purchase whole foods zukes treats crunchy scored break half great since small dog ran bury first two one retrieved blanket still buried bed clothes probably started eating first one got excited gave another seem pretty tasty made real ingredients barley lamb carrots apples palm oil molasses also happen organic recommend dog,1,1
